Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence,School_Programs,Family_Background,Mental_Health,Access_to_Counseling,Parental_Supervision,Substance_Education,Community_Support,Media_Influence
2020,40-49,Male,29.04,51.81,Middle,3,Yes,10,4,No,4,No,6,1
2023,30-39,Male,21.51,35.86,High,10,No,2,9,No,7,No,1,5
2024,15-19,Both,49.9,40.37,High,4,No,7,9,No,4,Yes,8,7
2021,30-39,Female,46.76,47.76,Low,4,No,7,4,No,6,No,10,9
2024,40-49,Both,32.34,39.09,High,9,Yes,3,2,No,5,Yes,3,2
2022,15-19,Male,24.38,35.98,Low,2,Yes,9,8,Yes,5,Yes,1,9
2020,25-29,Male,15.12,49.91,High,7,No,2,10,Yes,8,Yes,9,3
2023,20-24,Female,39.32,56.94,Middle,8,Yes,8,2,Yes,6,Yes,2,9
2023,25-29,Male,42.76,37.9,Middle,5,Yes,4,5,Yes,3,Yes,2,8
2021,25-29,Female,42.03,23.91,Middle,8,No,6,2,No,4,No,3,7
2023,50-59,Male,18.85,25.34,High,9,No,3,10,No,6,Yes,8,4
2024,25-29,Both,30.57,37.91,Low,7,Yes,10,6,No,10,No,7,6
2024,80+,Female,48.06,37.91,Middle,3,No,1,9,No,8,Yes,1,8
2022,50-59,Female,49.75,35.41,Low,10,Yes,1,10,Yes,7,No,4,8
2020,50-59,Male,32.68,68.51,High,7,No,1,9,Yes,3,No,10,4
2020,25-29,Female,49.0,56.34,High,10,No,3,4,Yes,2,Yes,1,3
2022,50-59,Male,27.6,41.99,Low,5,Yes,3,4,Yes,8,No,6,10
2022,20-24,Female,30.6,51.87,High,4,Yes,5,9,Yes,8,No,5,7
2021,80+,Female,42.27,19.3,Low,8,No,6,5,No,6,Yes,1,3
2024,80+,Female,28.05,20.81,Low,8,Yes,2,2,No,1,No,5,6
2024,70-79,Male,18.94,51.48,Middle,4,No,6,5,No,4,No,5,3
2020,30-39,Both,8.75,63.14,Low,9,Yes,7,8,Yes,1,Yes,4,6
2021,15-19,Female,6.13,42.1,High,10,No,10,7,No,10,No,5,7
2022,80+,Both,6.53,32.12,High,8,Yes,10,4,Yes,9,Yes,1,3
2023,25-29,Both,34.1,34.23,Low,10,Yes,9,6,No,9,Yes,8,4
2020,15-19,Female,42.65,43.67,Low,8,No,7,1,Yes,9,No,1,3
2022,50-59,Female,20.23,36.28,Low,5,Yes,4,7,Yes,8,No,2,1
2023,60-69,Male,26.2,26.88,Middle,5,No,7,7,No,5,Yes,4,6
2023,15-19,Both,21.92,13.62,Low,7,Yes,10,6,Yes,7,No,9,9
2023,15-19,Both,44.81,15.81,Middle,3,No,5,9,Yes,2,Yes,2,10
2024,25-29,Male,20.14,21.82,Low,2,No,4,5,Yes,1,Yes,6,2
2022,20-24,Both,47.82,35.1,High,3,Yes,8,6,Yes,3,Yes,8,10
2021,50-59,Both,13.48,36.48,Low,4,Yes,2,3,Yes,2,No,5,7
2024,80+,Male,22.36,65.35,High,3,No,9,9,No,10,No,10,8
2023,50-59,Male,21.03,16.49,High,5,No,3,1,Yes,10,Yes,4,2
2024,70-79,Both,39.75,19.83,Middle,3,Yes,5,7,No,10,Yes,5,3
2024,30-39,Both,47.61,34.29,High,9,No,4,6,Yes,2,Yes,9,8
2023,10-14,Female,9.87,11.04,Low,4,No,9,9,Yes,1,No,7,3
2022,15-19,Male,47.5,53.64,High,7,Yes,4,7,No,6,Yes,10,10
2022,80+,Male,46.54,39.28,Middle,7,No,6,6,Yes,8,No,7,6
2021,25-29,Male,12.66,15.02,Low,9,Yes,3,9,No,9,No,6,9
2020,60-69,Male,40.57,50.66,Low,9,No,3,4,No,1,No,8,8
2021,60-69,Both,18.94,56.55,Middle,3,Yes,1,10,Yes,4,No,10,10
2021,80+,Female,41.94,23.62,Low,6,Yes,5,5,No,9,No,10,7
2021,20-24,Female,8.11,66.73,Low,8,No,7,10,No,7,No,8,10
2023,25-29,Both,36.97,40.88,High,8,Yes,7,8,No,3,Yes,3,6
2024,30-39,Female,23.45,45.73,Middle,10,No,9,10,No,10,Yes,3,8
2022,50-59,Male,14.39,31.95,Middle,6,No,5,1,Yes,5,Yes,2,9
2020,60-69,Female,24.53,17.54,Low,2,Yes,4,10,Yes,4,Yes,10,3
2020,25-29,Female,11.05,51.85,Middle,2,No,4,3,Yes,2,Yes,5,1
2024,80+,Female,38.12,46.65,High,5,Yes,3,6,Yes,5,Yes,4,7
2023,30-39,Both,49.33,14.65,Low,6,Yes,9,7,Yes,6,Yes,7,1
2021,80+,Both,29.1,12.01,Low,9,Yes,10,7,Yes,6,No,1,10
2021,80+,Both,29.27,44.26,High,7,No,5,2,No,3,Yes,9,5
2020,50-59,Female,21.32,14.74,Middle,1,No,5,7,Yes,8,No,2,4
2020,70-79,Both,5.17,62.33,Middle,2,Yes,7,4,Yes,10,No,3,2
2020,10-14,Both,47.93,11.87,Low,5,Yes,1,1,Yes,9,Yes,6,3
2021,10-14,Male,45.08,10.74,Low,6,No,5,3,No,6,Yes,9,8
2024,70-79,Male,36.12,53.01,High,9,Yes,2,7,No,9,Yes,8,4
2022,50-59,Both,6.22,45.65,High,1,Yes,4,5,No,1,Yes,4,7
2021,20-24,Female,7.76,69.98,High,7,No,4,3,Yes,2,No,2,4
2022,10-14,Male,35.57,39.22,Low,6,Yes,9,7,Yes,7,No,9,4
2023,30-39,Female,15.11,21.29,Low,9,No,2,8,Yes,2,No,3,7
2023,50-59,Male,30.09,29.45,Middle,3,Yes,4,8,Yes,1,No,4,4
2023,40-49,Male,47.65,60.48,Middle,2,No,7,8,No,8,No,4,7
2020,50-59,Female,20.34,37.42,Middle,4,Yes,6,10,No,4,No,3,6
2020,70-79,Female,45.64,45.17,Middle,7,Yes,9,1,Yes,7,Yes,7,9
2022,50-59,Both,30.79,46.03,Low,5,Yes,6,9,No,8,Yes,1,1
2020,10-14,Both,8.95,29.32,High,3,No,8,6,No,7,No,6,5
2022,40-49,Female,11.37,54.26,High,4,No,9,9,Yes,3,Yes,6,7
2023,30-39,Both,40.49,66.17,Middle,3,No,5,1,Yes,2,Yes,7,10
2021,80+,Female,5.19,17.26,Middle,4,No,1,6,No,1,No,10,1
2024,70-79,Both,23.86,34.97,High,5,No,6,10,No,7,No,8,2
2021,40-49,Both,6.34,40.96,Middle,3,Yes,10,4,Yes,7,Yes,2,8
2021,50-59,Female,25.04,12.74,Low,3,No,10,8,Yes,6,No,9,2
2022,40-49,Both,28.62,41.19,High,8,Yes,4,2,No,10,Yes,4,6
2023,25-29,Female,25.21,65.93,High,4,Yes,8,4,No,9,Yes,3,1
2022,30-39,Female,19.2,31.38,High,2,No,6,8,Yes,9,Yes,6,8
2020,50-59,Both,20.76,66.39,Low,1,Yes,10,8,No,3,No,6,7
2023,80+,Male,48.7,25.97,High,1,Yes,10,2,No,9,No,2,6
2022,10-14,Both,13.94,30.63,High,10,No,1,5,Yes,5,Yes,3,6
2021,25-29,Male,39.46,41.01,High,8,Yes,8,2,No,2,Yes,7,7
2020,10-14,Both,11.23,41.57,Low,5,No,2,2,Yes,4,Yes,3,1
2022,10-14,Both,34.02,41.48,High,7,No,1,4,Yes,9,Yes,9,6
2024,60-69,Male,27.92,52.0,Low,7,No,6,2,No,4,No,9,9
2021,40-49,Both,33.55,67.94,High,9,Yes,10,2,Yes,6,Yes,10,2
2020,30-39,Male,43.28,56.23,High,6,Yes,3,5,Yes,1,No,5,10
2020,40-49,Male,17.51,46.47,Low,7,No,1,2,No,2,No,7,4
2023,60-69,Male,31.13,68.64,Middle,5,Yes,2,3,Yes,7,No,7,5
2024,60-69,Female,18.36,69.81,Low,1,No,2,8,Yes,6,Yes,2,3
2022,15-19,Male,35.32,67.28,Low,7,Yes,5,9,Yes,4,No,4,3
2024,60-69,Male,5.69,62.83,Middle,7,No,9,2,Yes,6,Yes,8,4
2022,80+,Male,28.21,23.53,High,3,Yes,2,5,No,5,Yes,10,6
2022,80+,Female,28.57,12.56,High,5,No,3,7,Yes,10,Yes,3,10
2022,15-19,Male,9.94,11.97,High,2,No,3,8,No,9,No,10,10
2022,20-24,Both,12.06,64.71,High,9,Yes,4,3,Yes,5,Yes,3,2
2021,15-19,Male,14.93,12.37,Low,5,No,3,1,No,1,No,3,3
2021,70-79,Female,31.62,50.14,High,2,No,8,1,Yes,7,Yes,5,7
2020,80+,Female,49.26,30.3,High,7,Yes,9,10,No,8,No,2,3
2024,10-14,Female,24.03,37.54,Low,5,No,2,7,Yes,6,Yes,10,10
2024,60-69,Female,25.07,19.28,High,4,Yes,8,10,Yes,3,Yes,6,3
2021,60-69,Female,9.25,61.02,Middle,3,No,1,2,Yes,6,No,4,7
2020,15-19,Female,30.21,61.94,High,4,No,8,5,Yes,9,No,3,6
2020,50-59,Female,42.87,38.68,Middle,8,Yes,4,2,Yes,10,No,5,8
2021,60-69,Female,35.01,21.29,High,5,No,7,1,Yes,5,No,3,5
2024,15-19,Female,5.02,26.74,Low,8,No,9,4,No,3,Yes,6,1
2024,40-49,Female,11.05,21.55,Middle,4,Yes,7,5,Yes,8,Yes,8,8
2020,60-69,Female,14.9,17.02,Middle,1,No,6,2,Yes,6,No,4,5
2023,80+,Both,36.44,63.52,Low,4,Yes,7,2,Yes,5,No,4,3
2020,15-19,Male,43.0,32.1,Low,6,No,7,8,No,3,No,8,7
2021,30-39,Male,18.87,17.39,High,8,No,7,4,Yes,5,Yes,8,6
2020,20-24,Both,38.45,38.66,Low,1,Yes,9,3,No,2,Yes,6,6
2024,15-19,Male,28.69,62.22,Low,3,Yes,10,5,Yes,4,No,7,7
2020,20-24,Male,47.11,66.04,Middle,8,Yes,6,4,Yes,2,Yes,7,8
2021,20-24,Female,19.18,55.52,High,10,Yes,5,5,Yes,10,Yes,5,6
2022,25-29,Both,7.92,56.88,High,10,Yes,2,8,Yes,6,Yes,2,3
2021,25-29,Female,24.53,59.33,High,4,Yes,2,8,No,10,Yes,9,8
2022,25-29,Female,28.51,56.11,High,10,No,4,6,No,2,Yes,1,9
2020,60-69,Male,43.85,26.54,Low,1,No,6,5,No,8,No,7,3
2022,40-49,Female,46.17,52.96,Middle,7,No,1,3,No,2,No,3,1
2023,30-39,Female,40.73,62.35,Low,4,No,6,1,Yes,10,Yes,1,2
2023,50-59,Female,38.54,17.44,High,2,No,10,4,Yes,3,No,10,1
2021,30-39,Female,11.85,38.67,High,1,No,4,1,No,8,No,2,9
2022,10-14,Both,41.89,27.5,Low,7,No,7,2,Yes,9,No,5,3
2021,30-39,Female,42.55,47.29,Low,3,Yes,3,9,Yes,2,No,2,8
2024,30-39,Male,7.36,65.62,High,2,No,6,8,No,9,Yes,1,3
2024,10-14,Male,42.64,69.14,High,7,Yes,2,5,Yes,3,Yes,7,5
2024,25-29,Both,22.8,10.25,High,6,No,8,4,No,5,No,5,8
2024,15-19,Female,22.23,51.2,Low,9,Yes,10,2,No,10,Yes,3,9
2020,40-49,Female,31.81,30.83,Middle,8,Yes,4,7,No,7,Yes,9,7
2022,10-14,Both,25.64,47.84,Low,9,No,9,6,Yes,2,Yes,4,4
2020,60-69,Both,46.34,10.25,High,4,Yes,10,7,No,3,No,4,9
2024,15-19,Male,20.05,48.66,High,9,Yes,8,9,Yes,5,No,7,2
2023,80+,Both,36.18,69.87,High,3,No,9,7,Yes,8,Yes,9,1
2024,80+,Male,19.08,66.25,Middle,4,Yes,6,9,Yes,5,Yes,5,5
2023,20-24,Male,19.17,38.95,Low,6,No,9,4,Yes,3,Yes,8,7
2021,80+,Female,28.71,63.27,High,5,Yes,9,5,No,5,Yes,2,8
2020,10-14,Both,24.75,47.18,Low,5,Yes,1,4,Yes,8,Yes,6,8
2021,30-39,Female,15.77,18.88,Middle,4,Yes,5,3,No,2,Yes,6,1
2022,25-29,Both,24.47,21.93,Middle,6,No,3,7,No,2,Yes,7,2
2024,20-24,Both,47.03,43.66,High,8,No,5,4,Yes,10,No,1,1
2021,30-39,Female,40.53,67.13,High,5,No,6,5,Yes,4,Yes,9,3
2021,80+,Both,16.15,58.01,Low,7,Yes,6,2,Yes,4,No,5,3
2022,50-59,Female,39.11,47.59,Low,3,No,1,1,No,6,No,9,4
2024,30-39,Male,36.18,33.67,Low,7,Yes,9,2,Yes,8,No,10,10
2022,60-69,Female,30.59,42.13,Middle,9,No,9,6,Yes,6,No,8,3
2020,50-59,Female,47.59,42.25,High,5,No,5,1,No,6,No,5,1
2024,40-49,Male,18.95,57.1,Middle,8,No,6,5,No,8,No,8,1
2021,80+,Both,33.04,49.18,Middle,10,Yes,5,1,No,7,Yes,4,4
2024,10-14,Male,18.99,17.35,Low,7,Yes,4,6,Yes,1,No,3,4
2024,20-24,Male,7.27,11.27,Low,5,No,4,5,No,3,No,8,9
2023,60-69,Male,13.05,66.25,Middle,5,No,1,10,Yes,10,No,1,8
2023,80+,Female,13.38,54.58,High,10,No,5,10,No,8,No,9,6
2024,50-59,Both,38.0,52.63,Middle,7,No,2,3,Yes,2,No,8,4
2022,10-14,Male,18.32,51.76,High,10,Yes,5,5,No,10,Yes,8,5
2023,60-69,Both,23.45,25.11,Low,2,No,2,4,No,5,No,3,1
2020,15-19,Female,5.69,50.04,Middle,4,No,10,5,Yes,10,No,10,7
2024,25-29,Female,22.34,62.69,High,5,Yes,8,1,No,10,No,7,10
2022,30-39,Female,47.83,35.42,Middle,8,No,9,3,No,2,No,2,2
2024,30-39,Male,47.57,63.79,High,1,Yes,9,1,No,7,No,5,7
2024,20-24,Male,29.41,26.0,Low,7,Yes,6,8,Yes,3,Yes,3,8
2023,10-14,Male,26.71,38.51,Low,6,Yes,7,2,Yes,7,Yes,9,7
2024,30-39,Both,24.64,67.22,Low,10,No,6,9,No,6,Yes,10,2
2021,70-79,Both,31.91,29.46,High,1,No,4,6,Yes,5,Yes,10,8
2024,15-19,Male,20.67,39.57,High,1,No,8,1,No,6,Yes,6,3
2023,15-19,Female,9.22,30.07,Low,6,No,7,1,No,6,Yes,3,2
2023,20-24,Female,47.08,65.98,Low,1,No,4,9,Yes,6,Yes,5,6
2020,10-14,Both,16.46,57.78,Middle,3,No,2,3,Yes,5,Yes,7,3
2020,50-59,Male,13.85,21.92,High,4,Yes,3,1,No,10,Yes,2,3
2022,15-19,Both,31.04,61.91,Low,7,No,6,8,Yes,2,Yes,8,1
2020,70-79,Both,20.19,54.11,High,6,No,10,2,Yes,2,No,2,4
2023,50-59,Female,36.2,44.58,Low,9,No,4,4,No,1,Yes,3,6
2024,70-79,Both,29.05,44.98,Low,1,Yes,6,9,No,5,No,3,8
2021,10-14,Female,36.05,26.85,Middle,1,No,7,3,Yes,6,No,3,8
2024,25-29,Both,37.05,32.96,Middle,6,No,3,3,Yes,10,No,5,6
2023,25-29,Both,12.11,19.27,High,10,Yes,10,6,No,1,Yes,3,9
2022,25-29,Male,42.5,21.5,Low,10,No,10,4,No,2,No,8,1
2020,60-69,Both,38.58,26.42,High,2,Yes,1,2,Yes,3,No,9,4
2024,20-24,Male,14.17,57.99,High,7,No,10,7,Yes,7,Yes,6,7
2020,10-14,Female,33.11,47.08,Low,7,No,1,7,Yes,1,No,7,1
2024,20-24,Both,9.08,63.69,High,1,Yes,3,3,Yes,5,No,5,10
2023,15-19,Both,48.96,23.57,Low,4,Yes,1,4,Yes,8,Yes,3,8
2021,25-29,Male,45.17,25.71,High,1,Yes,7,9,Yes,9,No,7,9
2020,10-14,Female,35.31,33.97,Middle,8,Yes,7,10,Yes,7,No,3,7
2022,50-59,Both,41.4,26.17,Middle,8,No,6,5,No,2,Yes,8,10
2021,10-14,Male,9.02,37.84,High,7,Yes,10,1,No,3,Yes,4,8
2021,30-39,Female,41.11,29.6,Low,10,No,10,3,No,6,No,4,1
2020,60-69,Female,41.03,10.18,High,3,No,1,6,No,4,No,7,9
2020,70-79,Male,27.09,33.44,High,1,Yes,8,6,No,6,No,9,5
2022,50-59,Both,43.07,64.73,Low,9,No,10,5,No,2,Yes,5,3
2022,40-49,Male,20.8,34.84,Middle,2,No,7,1,Yes,4,Yes,9,10
2024,30-39,Male,14.25,39.0,High,6,Yes,8,5,Yes,9,Yes,5,6
2020,25-29,Male,30.62,13.24,Low,2,Yes,10,9,No,9,Yes,4,6
2023,15-19,Female,8.2,34.51,High,3,No,9,5,No,8,No,2,4
2021,10-14,Female,42.26,26.32,High,9,Yes,4,6,No,10,No,10,6
2020,25-29,Male,48.27,66.87,Middle,4,No,4,9,No,7,Yes,8,2
2023,25-29,Female,24.81,13.16,Low,9,No,9,9,Yes,4,No,9,3
2024,80+,Male,17.55,39.42,Middle,2,Yes,6,6,Yes,6,Yes,5,2
2021,20-24,Male,23.37,19.03,High,4,No,5,8,No,5,Yes,10,2
2023,60-69,Male,14.5,58.17,Low,4,No,3,7,No,2,Yes,8,2
2021,40-49,Both,27.52,47.71,High,6,Yes,5,3,Yes,7,Yes,1,7
2023,20-24,Both,39.34,37.75,High,3,No,3,4,Yes,7,No,2,2
2021,20-24,Male,16.42,48.17,Low,1,Yes,2,4,No,9,No,8,3
2023,30-39,Both,25.32,12.63,Middle,10,No,8,3,No,1,No,3,3
2022,30-39,Female,30.42,52.23,High,1,Yes,5,8,No,4,No,10,8
2021,20-24,Both,21.03,13.15,High,6,Yes,6,2,Yes,5,Yes,3,9
2021,40-49,Female,36.78,36.36,Middle,8,Yes,4,3,Yes,6,No,3,9
2023,30-39,Both,26.36,24.26,High,4,Yes,7,10,No,8,Yes,5,6
2020,25-29,Female,27.08,26.64,High,7,No,8,2,Yes,4,No,10,10
2024,10-14,Both,41.78,31.92,Low,1,No,8,2,No,10,Yes,3,8
2021,15-19,Female,33.19,68.29,Low,6,Yes,9,10,Yes,1,No,10,3
2020,80+,Both,30.54,62.07,Low,10,No,8,3,No,4,Yes,3,1
2024,80+,Female,18.01,69.91,High,7,No,4,7,Yes,1,Yes,1,2
2022,15-19,Both,19.08,49.71,Low,5,Yes,1,4,Yes,9,Yes,2,10
2021,30-39,Both,12.04,51.32,Middle,1,No,9,4,Yes,4,No,10,8
2021,10-14,Male,29.32,39.7,High,3,Yes,5,7,No,9,No,10,1
2024,60-69,Male,9.85,11.49,Middle,7,Yes,3,9,No,4,No,5,4
2024,20-24,Both,6.37,46.28,Low,7,No,5,8,No,2,No,6,3
2021,25-29,Male,11.84,21.96,Middle,9,No,5,2,Yes,9,Yes,1,3
2020,70-79,Female,10.44,41.95,Middle,7,Yes,7,1,No,9,Yes,5,1
2024,80+,Male,36.43,53.89,Middle,8,No,10,5,No,2,Yes,2,9
2020,20-24,Both,18.9,16.21,Middle,5,No,6,7,No,5,No,6,2
2020,25-29,Female,29.21,31.39,Low,5,No,8,5,No,2,No,7,9
2023,70-79,Female,17.79,14.5,High,10,Yes,4,9,No,10,Yes,9,7
2023,50-59,Female,19.72,51.11,Middle,7,Yes,6,9,Yes,8,No,8,2
2022,50-59,Female,7.29,26.44,Low,7,Yes,5,5,Yes,4,No,2,8
2020,60-69,Male,29.71,51.56,High,1,Yes,8,8,Yes,6,No,7,10
2024,10-14,Female,11.15,24.86,Middle,5,No,7,8,No,6,No,9,10
2023,25-29,Male,13.08,58.59,Middle,2,Yes,8,10,No,3,No,1,3
2021,10-14,Male,8.29,32.39,Middle,4,Yes,1,1,No,7,Yes,4,3
2020,50-59,Male,35.53,35.07,High,5,No,1,10,Yes,4,Yes,7,10
2022,10-14,Female,18.09,29.92,Middle,8,No,8,6,No,5,No,6,10
2023,10-14,Male,47.16,55.79,Low,10,Yes,2,1,No,10,Yes,4,7
2022,10-14,Female,46.47,66.33,Middle,9,Yes,7,4,No,7,Yes,7,6
2024,20-24,Male,45.79,62.99,Middle,7,Yes,7,5,No,1,Yes,4,9
2023,20-24,Male,18.82,55.76,Middle,1,No,6,8,No,9,No,8,5
2022,25-29,Female,13.32,54.9,High,5,No,10,9,Yes,8,No,6,1
2020,20-24,Both,30.48,67.95,High,10,Yes,4,4,Yes,10,No,7,2
2021,50-59,Male,27.0,68.53,High,6,Yes,6,2,No,3,No,6,1
2024,25-29,Female,36.51,16.39,High,1,No,7,2,No,7,Yes,10,4
2024,10-14,Male,14.12,20.49,Low,5,No,6,9,Yes,6,Yes,5,6
2020,10-14,Male,24.91,63.64,Middle,2,No,5,6,Yes,4,No,9,1
2021,20-24,Both,48.09,11.65,High,8,No,2,1,No,10,Yes,7,1
2020,25-29,Both,5.88,66.77,High,3,No,6,9,No,6,No,1,3
2024,70-79,Female,25.86,13.46,Middle,3,Yes,9,10,No,3,Yes,5,4
2022,15-19,Female,32.27,27.07,High,7,No,4,6,Yes,7,Yes,8,3
2022,60-69,Both,25.28,10.02,High,5,No,3,5,Yes,10,Yes,4,4
2020,40-49,Female,9.1,16.52,High,6,No,8,1,No,8,Yes,2,1
2022,80+,Female,42.18,30.01,Middle,7,No,8,1,Yes,6,Yes,1,2
2022,10-14,Both,46.1,37.67,Low,1,No,7,3,No,1,No,4,8
2024,60-69,Female,6.35,30.77,Middle,10,Yes,3,6,No,1,Yes,8,5
2023,10-14,Both,23.26,37.04,High,6,Yes,9,3,No,2,No,3,1
2020,70-79,Both,6.69,35.13,Middle,3,Yes,5,1,No,10,No,4,7
2021,80+,Both,9.55,54.01,Low,3,Yes,6,5,No,4,No,5,3
2020,40-49,Male,43.5,68.69,Middle,7,Yes,2,10,Yes,1,Yes,8,5
2022,20-24,Female,7.58,57.1,Low,3,Yes,4,9,Yes,5,Yes,2,6
2023,50-59,Female,44.46,35.33,High,10,No,5,6,Yes,2,No,5,9
2023,10-14,Male,37.52,27.59,Middle,7,Yes,10,7,Yes,1,Yes,2,9
2023,15-19,Male,29.4,43.67,Low,4,Yes,8,6,Yes,5,Yes,4,10
2020,60-69,Both,39.83,43.52,High,10,Yes,3,5,Yes,7,Yes,4,6
2022,15-19,Male,13.66,12.3,High,10,Yes,8,9,No,3,No,9,3
2021,50-59,Both,29.87,57.39,Low,4,No,9,8,Yes,1,No,8,9
2021,60-69,Male,9.66,42.94,Middle,1,Yes,8,5,No,6,Yes,8,8
2020,20-24,Both,49.06,60.04,Middle,4,Yes,4,6,No,8,No,10,6
2023,60-69,Male,24.31,19.15,High,5,Yes,2,5,No,5,No,5,3
2023,40-49,Male,41.54,12.92,Middle,5,No,2,2,Yes,9,Yes,4,8
2024,30-39,Female,27.73,38.56,Middle,2,Yes,5,2,No,2,No,7,2
2024,15-19,Female,7.99,69.47,Low,3,No,3,9,No,10,Yes,5,2
2022,60-69,Female,9.71,38.69,High,8,No,7,3,Yes,10,No,1,9
2024,30-39,Male,35.35,21.75,Middle,7,Yes,8,5,Yes,2,Yes,9,7
2024,80+,Both,24.17,49.95,High,3,Yes,10,9,Yes,2,No,2,4
2022,20-24,Female,14.13,22.05,Low,10,No,5,1,Yes,4,Yes,8,9
2022,40-49,Male,10.24,25.47,Low,7,Yes,10,5,No,10,No,3,2
2021,15-19,Both,14.55,64.51,Low,4,No,8,5,No,5,No,2,1
2021,80+,Male,21.9,52.68,Low,6,No,8,10,No,8,No,2,8
2020,15-19,Female,47.69,61.01,High,4,No,2,9,No,9,No,7,1
2023,20-24,Male,47.88,30.11,High,3,No,3,6,No,2,Yes,4,5
2024,50-59,Female,34.59,10.64,High,4,Yes,4,2,Yes,7,Yes,1,4
2020,30-39,Both,43.53,21.08,Low,6,No,8,8,Yes,8,No,9,9
2020,80+,Female,46.85,33.47,High,3,Yes,5,3,Yes,3,Yes,8,5
2022,60-69,Both,16.3,39.23,High,9,Yes,9,3,No,8,No,2,4
2022,70-79,Male,20.14,69.87,Low,10,Yes,2,4,Yes,1,No,7,5
2021,70-79,Male,26.09,45.7,High,1,No,7,6,No,5,Yes,9,2
2022,70-79,Female,25.85,55.02,Middle,8,No,6,1,Yes,1,Yes,9,4
2024,50-59,Male,47.24,12.39,High,9,Yes,7,4,Yes,4,No,9,9
2023,30-39,Female,49.28,22.44,Middle,5,No,8,9,No,3,Yes,8,4
2022,25-29,Both,29.43,40.92,Low,6,No,1,3,Yes,1,No,6,5
2022,60-69,Female,31.63,67.19,High,6,No,1,3,No,7,No,10,9
2024,60-69,Female,10.26,51.95,Middle,5,No,9,8,Yes,8,Yes,3,9
2023,70-79,Male,49.69,19.44,Low,7,Yes,5,2,No,8,No,6,10
2024,15-19,Male,24.36,47.72,High,5,No,6,3,No,10,Yes,10,6
2023,40-49,Female,43.24,48.45,High,1,No,2,9,Yes,2,Yes,2,10
2022,20-24,Male,14.47,59.86,Middle,10,No,10,4,No,1,Yes,7,10
2020,40-49,Female,31.35,39.28,High,1,No,3,2,No,7,Yes,5,6
2021,60-69,Male,39.8,61.9,Middle,3,Yes,3,3,Yes,10,Yes,3,5
2022,30-39,Female,28.21,15.78,Middle,1,No,3,4,Yes,1,Yes,9,1
2021,70-79,Male,47.82,67.24,High,1,No,1,3,No,8,Yes,6,7
2021,10-14,Female,10.22,56.16,Low,5,Yes,4,9,No,3,Yes,5,1
2023,50-59,Both,28.62,49.84,Middle,4,No,4,7,No,2,Yes,1,8
2022,20-24,Male,41.6,17.42,Middle,3,No,1,1,No,4,Yes,1,3
2021,60-69,Male,37.84,25.24,High,6,No,7,2,No,5,Yes,3,8
2020,10-14,Female,6.63,48.92,Low,2,No,8,9,Yes,1,No,7,7
2024,20-24,Male,21.48,44.79,Middle,7,No,4,1,Yes,5,Yes,1,5
2022,40-49,Both,36.79,25.77,Middle,6,No,8,1,Yes,9,Yes,1,2
2020,10-14,Both,14.66,68.64,Middle,5,No,7,7,Yes,4,Yes,3,2
2020,60-69,Female,42.32,56.0,Middle,2,Yes,4,8,No,6,No,5,7
2022,30-39,Both,41.0,55.26,Low,1,Yes,4,8,No,3,Yes,4,9
2020,20-24,Male,27.17,44.39,High,1,No,10,1,No,6,Yes,10,1
2020,80+,Both,27.63,50.24,Low,7,Yes,8,5,Yes,8,Yes,4,3
2020,15-19,Both,26.58,67.04,Middle,1,Yes,9,4,No,7,Yes,4,10
2020,15-19,Female,21.37,48.17,High,5,Yes,5,10,No,1,No,7,6
2023,60-69,Male,10.47,52.42,High,4,Yes,3,8,No,2,No,1,4
2024,80+,Both,31.88,45.28,Middle,5,Yes,6,1,Yes,2,Yes,3,1
2022,50-59,Male,14.41,12.04,Low,3,Yes,2,8,Yes,6,No,1,5
2022,50-59,Both,10.42,21.13,Middle,6,Yes,7,1,No,1,No,10,8
2022,80+,Female,19.19,45.68,High,4,No,2,7,Yes,8,No,2,2
2020,30-39,Male,45.07,51.93,Middle,5,Yes,2,9,No,8,No,7,7
2024,30-39,Both,18.6,67.81,Middle,5,No,1,6,No,8,No,10,3
2023,60-69,Male,45.96,13.37,Low,1,Yes,8,8,No,6,No,9,4
2021,70-79,Female,13.85,24.7,Middle,6,No,2,7,Yes,5,No,3,1
2021,30-39,Both,5.48,36.95,Middle,9,No,10,1,No,9,No,8,8
2024,15-19,Both,34.23,62.35,Low,7,No,6,3,Yes,5,No,2,3
2020,60-69,Both,28.13,34.64,Low,10,Yes,3,4,Yes,1,No,7,5
2023,60-69,Male,41.87,24.83,Middle,5,Yes,9,6,No,1,Yes,6,3
2024,10-14,Both,24.42,36.52,Middle,10,No,2,6,No,10,Yes,5,8
2024,10-14,Female,16.97,27.44,Low,2,No,3,6,Yes,7,No,10,10
2024,10-14,Female,32.72,64.14,Low,4,Yes,5,8,No,2,No,5,10
2021,80+,Male,6.31,43.81,High,10,Yes,9,6,Yes,2,No,9,1
2021,80+,Female,18.95,61.97,Low,3,Yes,5,2,No,9,No,4,5
2023,20-24,Male,16.4,19.23,High,7,No,2,3,No,8,No,6,9
2022,60-69,Both,42.26,27.5,Low,8,Yes,4,4,Yes,4,Yes,2,7
2024,25-29,Female,32.0,60.0,Middle,7,No,1,6,No,9,No,1,6
